year,country,meat_type,unit,quantity
2009,Switzerland,Calve,Thousand head (animals),0
2009,Switzerland,Young cattle,Thousand tonnes,0
2009,Switzerland,Young cattle,Thousand head (animals),0
2009,Switzerland,Adult cattle,Thousand tonnes,0
2009,Switzerland,Adult cattle,Thousand head (animals),0
2009,Montenegro,Bovine meat,Thousand tonnes,0
2009,Montenegro,Bovine meat,Thousand head (animals),0
2009,Montenegro,Calve and young cattley,Thousand tonnes,0
2009,Montenegro,Calve and young cattley,Thousand head (animals),0
2009,Montenegro,Calve,Thousand tonnes,0
2009,Montenegro,Calve,Thousand head (animals),0
2009,Montenegro,Young cattle,Thousand tonnes,0
2009,Montenegro,Young cattle,Thousand head (animals),0
2009,Montenegro,Adult cattle,Thousand tonnes,0
2009,Montenegro,Adult cattle,Thousand head (animals),0
2009,Albania,Bovine meat,Thousand tonnes,0
2009,Albania,Bovine meat,Thousand head (animals),0
2009,Albania,Calve and young cattley,Thousand tonnes,0
2009,Albania,Calve and young cattley,Thousand head (animals),0
2009,Albania,Calve,Thousand tonnes,0
2009,Albania,Calve,Thousand head (animals),0
2009,Albania,Young cattle,Thousand tonnes,0
2009,Albania,Young cattle,Thousand head (animals),0
2009,Albania,Adult cattle,Thousand tonnes,0
2009,Albania,Adult cattle,Thousand head (animals),0
2009,Serbia,Bovine meat,Thousand tonnes,0
2009,Serbia,Bovine meat,Thousand head (animals),0
2009,Serbia,Calve and young cattley,Thousand tonnes,0
2009,Serbia,Calve and young cattley,Thousand head (animals),0
2009,Serbia,Calve,Thousand tonnes,0
2009,Serbia,Calve,Thousand head (animals),0
2009,Serbia,Young cattle,Thousand tonnes,0
2009,Serbia,Young cattle,Thousand head (animals),0
2009,Serbia,Adult cattle,Thousand tonnes,0
2009,Serbia,Adult cattle,Thousand head (animals),0
2009,Turkey,Bovine meat,Thousand tonnes,0
2009,Turkey,Bovine meat,Thousand head (animals),0
2009,Turkey,Calve and young cattley,Thousand tonnes,0
2009,Turkey,Calve and young cattley,Thousand head (animals),0
2009,Turkey,Calve,Thousand tonnes,0
2009,Turkey,Calve,Thousand head (animals),0
2009,Turkey,Young cattle,Thousand tonnes,0
2009,Turkey,Young cattle,Thousand head (animals),0
2009,Turkey,Adult cattle,Thousand tonnes,0
2009,Turkey,Adult cattle,Thousand head (animals),0
2009,Bosnia and Herzegovina,Bovine meat,Thousand tonnes,0
2009,Bosnia and Herzegovina,Bovine meat,Thousand head (animals),0
2009,Bosnia and Herzegovina,Calve and young cattley,Thousand tonnes,0
2009,Bosnia and Herzegovina,Calve and young cattley,Thousand head (animals),0
2009,Bosnia and Herzegovina,Calve,Thousand tonnes,0
2009,Bosnia and Herzegovina,Calve,Thousand head (animals),0
2009,Bosnia and Herzegovina,Young cattle,Thousand tonnes,0
2009,Bosnia and Herzegovina,Young cattle,Thousand head (animals),0
2009,Bosnia and Herzegovina,Adult cattle,Thousand tonnes,0
2009,Bosnia and Herzegovina,Adult cattle,Thousand head (animals),0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand tonnes,0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand head (animals),0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand tonnes,0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand head (animals),0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand tonnes,0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand head (animals),0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand tonnes,0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand head (animals),0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand tonnes,0
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand head (animals),0
2010,European Union (28 countries),Bovine meat,Thousand tonnes,0
2010,European Union (28 countries),Bovine meat,Thousand head (animals),0
2010,European Union (28 countries),Calve and young cattley,Thousand tonnes,0
2010,European Union (28 countries),Calve and young cattley,Thousand head (animals),0
2010,European Union (28 countries),Calve,Thousand tonnes,0
2010,European Union (28 countries),Calve,Thousand head (animals),0
2010,European Union (28 countries),Young cattle,Thousand tonnes,344.86
2010,European Union (28 countries),Young cattle,Thousand head (animals),1574.37
2010,European Union (28 countries),Adult cattle,Thousand tonnes,6970.61
2010,European Union (28 countries),Adult cattle,Thousand head (animals),21229.79
2010,European Union (27 countries),Bovine meat,Thousand tonnes,0
2010,European Union (27 countries),Bovine meat,Thousand head (animals),0
2010,European Union (27 countries),Calve and young cattley,Thousand tonnes,0
2010,European Union (27 countries),Calve and young cattley,Thousand head (animals),0
2010,European Union (27 countries),Calve,Thousand tonnes,0
2010,European Union (27 countries),Calve,Thousand head (animals),0
2010,European Union (27 countries),Young cattle,Thousand tonnes,343.71
2010,European Union (27 countries),Young cattle,Thousand head (animals),1570.67
2010,European Union (27 countries),Adult cattle,Thousand tonnes,6922.46
2010,European Union (27 countries),Adult cattle,Thousand head (animals),21073.89
2010,European Union (25 countries),Bovine meat,Thousand tonnes,0
2010,European Union (25 countries),Bovine meat,Thousand head (animals),0
2010,European Union (25 countries),Calve and young cattley,Thousand tonnes,0
2010,European Union (25 countries),Calve and young cattley,Thousand head (animals),0
2010,European Union (25 countries),Calve,Thousand tonnes,0
2010,European Union (25 countries),Calve,Thousand head (animals),0
2010,European Union (25 countries),Young cattle,Thousand tonnes,339.38
2010,European Union (25 countries),Young cattle,Thousand head (animals),1546.63
2010,European Union (25 countries),Adult cattle,Thousand tonnes,6894.64
2010,European Union (25 countries),Adult cattle,Thousand head (animals),20951.9
2010,European Union (15 countries),Bovine meat,Thousand tonnes,0
2010,European Union (15 countries),Bovine meat,Thousand head (animals),0
2010,European Union (15 countries),Calve and young cattley,Thousand tonnes,0
2010,European Union (15 countries),Calve and young cattley,Thousand head (animals),0
2010,European Union (15 countries),Calve,Thousand tonnes,0
2010,European Union (15 countries),Calve,Thousand head (animals),0
2010,European Union (15 countries),Young cattle,Thousand tonnes,335.38
2010,European Union (15 countries),Young cattle,Thousand head (animals),1520.89
2010,European Union (15 countries),Adult cattle,Thousand tonnes,6301.36
2010,European Union (15 countries),Adult cattle,Thousand head (animals),18848.58
2010,Belgium,Bovine meat,Thousand tonnes,263.14
2010,Belgium,Bovine meat,Thousand head (animals),835.2
2010,Belgium,Calve and young cattley,Thousand tonnes,55.73
2010,Belgium,Calve and young cattley,Thousand head (animals),347.32
2010,Belgium,Calve,Thousand tonnes,49.36
2010,Belgium,Calve,Thousand head (animals),315.37
2010,Belgium,Young cattle,Thousand tonnes,6.38
2010,Belgium,Young cattle,Thousand head (animals),31.95
2010,Belgium,Adult cattle,Thousand tonnes,207.41
2010,Belgium,Adult cattle,Thousand head (animals),487.88
2010,Bulgaria,Bovine meat,Thousand tonnes,0
2010,Bulgaria,Bovine meat,Thousand head (animals),0
2010,Bulgaria,Calve and young cattley,Thousand tonnes,0
2010,Bulgaria,Calve and young cattley,Thousand head (animals),0
2010,Bulgaria,Calve,Thousand tonnes,0
2010,Bulgaria,Calve,Thousand head (animals),0
2010,Bulgaria,Young cattle,Thousand tonnes,0.55
2010,Bulgaria,Young cattle,Thousand head (animals),3.35
2010,Bulgaria,Adult cattle,Thousand tonnes,3.87
2010,Bulgaria,Adult cattle,Thousand head (animals),17.7
2010,Czech Republic,Bovine meat,Thousand tonnes,74.26
2010,Czech Republic,Bovine meat,Thousand head (animals),255.48
2010,Czech Republic,Calve and young cattley,Thousand tonnes,0.87
2010,Czech Republic,Calve and young cattley,Thousand head (animals),10.61
2010,Czech Republic,Calve,Thousand tonnes,0.53
2010,Czech Republic,Calve,Thousand head (animals),8.46
2010,Czech Republic,Young cattle,Thousand tonnes,0.34
2010,Czech Republic,Young cattle,Thousand head (animals),2.16
2010,Czech Republic,Adult cattle,Thousand tonnes,73.39
2010,Czech Republic,Adult cattle,Thousand head (animals),244.86
2010,Denmark,Bovine meat,Thousand tonnes,131.2
2010,Denmark,Bovine meat,Thousand head (animals),494.8
2010,Denmark,Calve and young cattley,Thousand tonnes,27.6
2010,Denmark,Calve and young cattley,Thousand head (animals),131.9
2010,Denmark,Calve,Thousand tonnes,0
2010,Denmark,Calve,Thousand head (animals),1.6
2010,Denmark,Young cattle,Thousand tonnes,27.6
2010,Denmark,Young cattle,Thousand head (animals),130.3
2010,Denmark,Adult cattle,Thousand tonnes,103.6
2010,Denmark,Adult cattle,Thousand head (animals),362.9
2010,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand tonnes,1186.72
2010,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand head (animals),3743.97
2010,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand tonnes,48.08
2010,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand head (animals),345.42
2010,Germany (until 1990 former territory of the FRG),Calve,Thousand tonnes,43.31
2010,Germany (until 1990 former territory of the FRG),Calve,Thousand head (animals),317.22
2010,Germany (until 1990 former territory of the FRG),Young cattle,Thousand tonnes,4.77
2010,Germany (until 1990 former territory of the FRG),Young cattle,Thousand head (animals),28.2
2010,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand tonnes,1138.65
2010,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand head (animals),3398.55
2010,Estonia,Bovine meat,Thousand tonnes,8.96
2010,Estonia,Bovine meat,Thousand head (animals),38.55
2010,Estonia,Calve and young cattley,Thousand tonnes,0.27
2010,Estonia,Calve and young cattley,Thousand head (animals),2.96
2010,Estonia,Calve,Thousand tonnes,0.08
2010,Estonia,Calve,Thousand head (animals),1.79
2010,Estonia,Young cattle,Thousand tonnes,0.19
2010,Estonia,Young cattle,Thousand head (animals),1.17
2010,Estonia,Adult cattle,Thousand tonnes,8.68
2010,Estonia,Adult cattle,Thousand head (animals),35.59
2010,Ireland,Bovine meat,Thousand tonnes,559
2010,Ireland,Bovine meat,Thousand head (animals),1716.42
2010,Ireland,Calve and young cattley,Thousand tonnes,0.95
2010,Ireland,Calve and young cattley,Thousand head (animals),6.5
2010,Ireland,Calve,Thousand tonnes,0.28
2010,Ireland,Calve,Thousand head (animals),3.24
2010,Ireland,Young cattle,Thousand tonnes,0.67
2010,Ireland,Young cattle,Thousand head (animals),3.26
2010,Ireland,Adult cattle,Thousand tonnes,558.05
2010,Ireland,Adult cattle,Thousand head (animals),1709.92
2010,Greece,Bovine meat,Thousand tonnes,58.03
2010,Greece,Bovine meat,Thousand head (animals),246.73
2010,Greece,Calve and young cattley,Thousand tonnes,9.41
2010,Greece,Calve and young cattley,Thousand head (animals),57.2
2010,Greece,Calve,Thousand tonnes,1.82
2010,Greece,Calve,Thousand head (animals),14.25
2010,Greece,Young cattle,Thousand tonnes,7.59
2010,Greece,Young cattle,Thousand head (animals),42.95
2010,Greece,Adult cattle,Thousand tonnes,48.62
2010,Greece,Adult cattle,Thousand head (animals),189.54
2010,Spain,Bovine meat,Thousand tonnes,606.59
2010,Spain,Bovine meat,Thousand head (animals),2302.09
2010,Spain,Calve and young cattley,Thousand tonnes,199.95
2010,Spain,Calve and young cattley,Thousand head (animals),869.72
2010,Spain,Calve,Thousand tonnes,20.31
2010,Spain,Calve,Thousand head (animals),120.13
2010,Spain,Young cattle,Thousand tonnes,179.65
2010,Spain,Young cattle,Thousand head (animals),749.59
2010,Spain,Adult cattle,Thousand tonnes,406.64
2010,Spain,Adult cattle,Thousand head (animals),1432.37
2010,France,Bovine meat,Thousand tonnes,1521.17
2010,France,Bovine meat,Thousand head (animals),5059.72
2010,France,Calve and young cattley,Thousand tonnes,223.62
2010,France,Calve and young cattley,Thousand head (animals),1568.04
2010,France,Calve,Thousand tonnes,196.92
2010,France,Calve,Thousand head (animals),1464.68
2010,France,Young cattle,Thousand tonnes,26.69
2010,France,Young cattle,Thousand head (animals),103.36
2010,France,Adult cattle,Thousand tonnes,1297.55
2010,France,Adult cattle,Thousand head (animals),3491.68
2010,Croatia,Bovine meat,Thousand tonnes,55.41
2010,Croatia,Bovine meat,Thousand head (animals),241.2
2010,Croatia,Calve and young cattley,Thousand tonnes,7.26
2010,Croatia,Calve and young cattley,Thousand head (animals),85.3
2010,Croatia,Calve,Thousand tonnes,6.11
2010,Croatia,Calve,Thousand head (animals),81.6
2010,Croatia,Young cattle,Thousand tonnes,1.15
2010,Croatia,Young cattle,Thousand head (animals),3.7
2010,Croatia,Adult cattle,Thousand tonnes,48.15
2010,Croatia,Adult cattle,Thousand head (animals),155.9
2010,Italy,Bovine meat,Thousand tonnes,1075.41
2010,Italy,Bovine meat,Thousand head (animals),3861.62
2010,Italy,Calve and young cattley,Thousand tonnes,138.1
2010,Italy,Calve and young cattley,Thousand head (animals),931.83
2010,Italy,Calve,Thousand tonnes,125.06
2010,Italy,Calve,Thousand head (animals),859.74
2010,Italy,Young cattle,Thousand tonnes,13.04
2010,Italy,Young cattle,Thousand head (animals),72.09
2010,Italy,Adult cattle,Thousand tonnes,937.31
2010,Italy,Adult cattle,Thousand head (animals),2929.79
2010,Cyprus,Bovine meat,Thousand tonnes,4.48
2010,Cyprus,Bovine meat,Thousand head (animals),16.44
2010,Cyprus,Calve and young cattley,Thousand tonnes,1.26
2010,Cyprus,Calve and young cattley,Thousand head (animals),6.12
2010,Cyprus,Calve,Thousand tonnes,0.05
2010,Cyprus,Calve,Thousand head (animals),0.31
2010,Cyprus,Young cattle,Thousand tonnes,1.21
2010,Cyprus,Young cattle,Thousand head (animals),5.8
2010,Cyprus,Adult cattle,Thousand tonnes,3.22
2010,Cyprus,Adult cattle,Thousand head (animals),10.32
2010,Latvia,Bovine meat,Thousand tonnes,17.61
2010,Latvia,Bovine meat,Thousand head (animals),90.79
2010,Latvia,Calve and young cattley,Thousand tonnes,1.18
2010,Latvia,Calve and young cattley,Thousand head (animals),13.73
2010,Latvia,Calve,Thousand tonnes,0.34
2010,Latvia,Calve,Thousand head (animals),7.38
2010,Latvia,Young cattle,Thousand tonnes,0.83
2010,Latvia,Young cattle,Thousand head (animals),6.35
2010,Latvia,Adult cattle,Thousand tonnes,16.43
2010,Latvia,Adult cattle,Thousand head (animals),77.07
2010,Lithuania,Bovine meat,Thousand tonnes,42.65
2010,Lithuania,Bovine meat,Thousand head (animals),178.35
2010,Lithuania,Calve and young cattley,Thousand tonnes,0.57
2010,Lithuania,Calve and young cattley,Thousand head (animals),10.14
2010,Lithuania,Calve,Thousand tonnes,0.33
2010,Lithuania,Calve,Thousand head (animals),8.46
2010,Lithuania,Young cattle,Thousand tonnes,0.24
2010,Lithuania,Young cattle,Thousand head (animals),1.68
2010,Lithuania,Adult cattle,Thousand tonnes,42.08
2010,Lithuania,Adult cattle,Thousand head (animals),168.21
2010,Luxembourg,Bovine meat,Thousand tonnes,9.55
2010,Luxembourg,Bovine meat,Thousand head (animals),26.61
2010,Luxembourg,Calve and young cattley,Thousand tonnes,0.21
2010,Luxembourg,Calve and young cattley,Thousand head (animals),1.25
2010,Luxembourg,Calve,Thousand tonnes,0.11
2010,Luxembourg,Calve,Thousand head (animals),0.7
2010,Luxembourg,Young cattle,Thousand tonnes,0.1
2010,Luxembourg,Young cattle,Thousand head (animals),0.55
2010,Luxembourg,Adult cattle,Thousand tonnes,9.35
2010,Luxembourg,Adult cattle,Thousand head (animals),25.36
2010,Hungary,Bovine meat,Thousand tonnes,27.09
2010,Hungary,Bovine meat,Thousand head (animals),106.04
2010,Hungary,Calve and young cattley,Thousand tonnes,0.78
2010,Hungary,Calve and young cattley,Thousand head (animals),6.34
2010,Hungary,Calve,Thousand tonnes,0.37
2010,Hungary,Calve,Thousand head (animals),3.57
2010,Hungary,Young cattle,Thousand tonnes,0.41
2010,Hungary,Young cattle,Thousand head (animals),2.77
2010,Hungary,Adult cattle,Thousand tonnes,26.31
2010,Hungary,Adult cattle,Thousand head (animals),99.7
2010,Malta,Bovine meat,Thousand tonnes,1.42
2010,Malta,Bovine meat,Thousand head (animals),5.69
2010,Malta,Calve and young cattley,Thousand tonnes,0.01
2010,Malta,Calve and young cattley,Thousand head (animals),0.19
2010,Malta,Calve,Thousand tonnes,0.01
2010,Malta,Calve,Thousand head (animals),0.19
2010,Malta,Young cattle,Thousand tonnes,0
2010,Malta,Young cattle,Thousand head (animals),0
2010,Malta,Adult cattle,Thousand tonnes,1.41
2010,Malta,Adult cattle,Thousand head (animals),5.5
2010,Netherlands,Bovine meat,Thousand tonnes,388.61
2010,Netherlands,Bovine meat,Thousand head (animals),2028.3
2010,Netherlands,Calve and young cattley,Thousand tonnes,222.19
2010,Netherlands,Calve and young cattley,Thousand head (animals),1489.94
2010,Netherlands,Calve,Thousand tonnes,175.92
2010,Netherlands,Calve,Thousand head (animals),1244.51
2010,Netherlands,Young cattle,Thousand tonnes,46.27
2010,Netherlands,Young cattle,Thousand head (animals),245.44
2010,Netherlands,Adult cattle,Thousand tonnes,166.42
2010,Netherlands,Adult cattle,Thousand head (animals),538.35
2010,Austria,Bovine meat,Thousand tonnes,224.79
