year,country,crop,area
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Strawberries - under glass or high accesible cover,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Flowers and ornamental plants (excluding nurseries),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Seeds and seedlings,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other arable land crops n.e.c.,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Fallow land,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Permanent grassland,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Permanent crops,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Permanent crops for human consumption including those from kitchen gardens,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Permanent crops for human consumption,6.5
2010,Kosovo (under United Nations Security Council Resolution 1244/99),"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",3.4
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Pome fruits,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Apples,1.7
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Apples for fresh consumption,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Apples for processing,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Pears,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Pears for fresh consumption,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Pears for processing,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other pome fruits n.e.c.,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Stone fruits,1.2
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Peaches and nectarines,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Peaches,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Nectarines,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Peaches and nectarines for processing,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Apricots,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Cherries,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Sour cherries,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Sweet cherries,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Plums,1.1
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other stone fruits n.e.c,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Fruits from subtropical and tropical climate zones,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Figs,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Kiwis,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Avocados,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Bananas,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other fruits from subtropical and tropical climate zones n.e.c.,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Berries (excluding strawberries),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Currants,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Blackcurrants,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Redcurrants,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Raspberries,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Blueberries,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other berries n.e.c.,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Gooseberries,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Nuts,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Walnuts,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Hazelnuts,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Almonds,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Chestnuts,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other nuts n.e.c.,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Citrus fruits,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Oranges,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Navel oranges,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),White oranges (blancas),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Blood oranges (sanguines),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Others oranges n.e.c,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Small citrus fruits,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Satsumas,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Clementines,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other small citrus fruits (including hybrids) n.e.c.,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Lemons and acid limes,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Yellow lemons,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Acid limes,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Pomelos and grapefruit,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other citrus fruits n.e.c.,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Grapes,3.1
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Grapes for wines,2.5
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Grapes for wines with protected designation of origin (PDO),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Grapes for wines with protected geographical indication (PGI),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Grapes for other wines n.e.c. (without PDO/PGI),2.5
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Grapes for table use,0.6
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Grapes for raisins,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Grapes for other purposes n.e.c.,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Olives,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Olives for table use,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Olives for oil,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other permanent crops for human consumption n.e.c.,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Nurseries,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other permanent crops,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Kitchen gardens,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Cultivated mushrooms,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Champignons,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Other cultivated mushrooms n.e.c.,0
2011,Belgium,Utilised Agricultural Area,0
2011,Belgium,Arable land,0
2011,Belgium,Cereals for the production of grain (including seed),327.68
2011,Belgium,Cereals (excluding rice) for the production of grain (including seed),327.68
2011,Belgium,Wheat and spelt,200.71
2011,Belgium,Common wheat and spelt,200.71
2011,Belgium,Common winter wheat and spelt,182.71
2011,Belgium,Common spring wheat and spelt,18
2011,Belgium,Durum wheat,0
2011,Belgium,Rye and winter cereal mixtures (maslin),0.46
2011,Belgium,Rye,0
2011,Belgium,Winter cereal mixtures (maslin),0
2011,Belgium,Barley,44.14
2011,Belgium,Winter barley,39.64
2011,Belgium,Spring barley,4.5
2011,Belgium,Oats and spring cereal mixtures (mixed grain other than maslin),3.52
2011,Belgium,Oats,3.52
2011,Belgium,Spring cereal mixtures (mixed grain other than maslin),0
2011,Belgium,Grain maize and corn-cob-mix,72.03
2011,Belgium,Triticale,4.79
2011,Belgium,Sorghum,0
2011,Belgium,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",2.05
2011,Belgium,Rice,0
2011,Belgium,Rice Indica,0
2011,Belgium,Rice Japonica,0
2011,Belgium,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),2.95
2011,Belgium,Field peas,0.96
2011,Belgium,Broad and field beans,0.47
2011,Belgium,Sweet lupins,0
2011,Belgium,Other dry pulses and protein crops n.e.c.,1.52
2011,Belgium,Root crops,162.31
2011,Belgium,Potatoes (including seed potatoes),82.34
2011,Belgium,Sugar beet (excluding seed),62.2
2011,Belgium,Other root crops n.e.c.,17.77
2011,Belgium,Industrial crops,23.57
2011,Belgium,Oilseeds,11
2011,Belgium,"Rape, turnip rape, sunflower seeds and soya",12.02
2011,Belgium,Rape and turnip rape seeds,12.02
2011,Belgium,Winter rape and turnip rape seeds,11
2011,Belgium,Spring rape and turnip rape seeds,0
2011,Belgium,Sunflower seed,0
2011,Belgium,Soya,0
2011,Belgium,Linseed (oilflax),0.01
2011,Belgium,Cotton seed,0
2011,Belgium,Other oilseed crops n.e.c.,0
2011,Belgium,Fibre crops,11.29
2011,Belgium,Fibre flax,11.29
2011,Belgium,Hemp,0
2011,Belgium,Cotton fibre,0
2011,Belgium,Other fibre crops n.e.c.,0
2011,Belgium,Tobacco,0.06
2011,Belgium,Hops,0.2
2011,Belgium,"Aromatic, medicinal and culinary plants",0.08
2011,Belgium,Energy crops n.e.c.,0
2011,Belgium,Other industrial crops n.e.c.,0
2011,Belgium,Plants harvested green from arable land,733.27
2011,Belgium,Temporary grasses and grazings,80.3
2011,Belgium,Leguminous plants harvested green,4.28
2011,Belgium,Lucerne,0
2011,Belgium,Other leguminous plants harvested green n.e.c.,0
2011,Belgium,Clover and mixtures,0
2011,Belgium,Green maize,173.54
2011,Belgium,Other cereals harvested green (excluding green maize),0
2011,Belgium,Other plants harvested green from arable land n.e.c.,0
2011,Belgium,Fresh vegetables (including melons) and strawberries,55.22
2011,Belgium,Fresh vegetables (including melons),53.67
2011,Belgium,Brassicas,0
2011,Belgium,Cauliflower and broccoli,5.09
2011,Belgium,Brussels sprouts,0
2011,Belgium,Cabbages,0.37
2011,Belgium,Other brassicas n.e.c,0
2011,Belgium,Kohlrabi,0
2011,Belgium,Leafy and stalked vegetables (excluding brassicas),0
2011,Belgium,Leeks,4.8
2011,Belgium,Celery,0.41
2011,Belgium,Lettuces,1.66
2011,Belgium,Lettuces - under glass or high accessible cover,1.41
2011,Belgium,Endives,0.16
2011,Belgium,Spinach,4.55
2011,Belgium,Asparagus,0.28
2011,Belgium,Chicory,2.4
2011,Belgium,Chicory for fresh consumption,2.4
2011,Belgium,Chicory for processing,0
2011,Belgium,Artichokes,0
2011,Belgium,Other leafy or stalked vegetables n.e.c.,0
2011,Belgium,Vegetables cultivated for fruit (including melons),0
2011,Belgium,Tomatoes,0.47
2011,Belgium,Tomatoes for fresh consumption,0.47
2011,Belgium,Tomatoes for processing,0
2011,Belgium,Tomatoes - under glass or high accessible cover,0.47
2011,Belgium,Cucumbers,0.05
2011,Belgium,Cucumbers - under glass or high accessible cover,0.05
2011,Belgium,Gherkins,0
2011,Belgium,Eggplants,0.02
2011,Belgium,Courgettes and marrows,0.74
2011,Belgium,Gourds and pumpkins,0
2011,Belgium,Muskmelons,0
2011,Belgium,Watermelons,0
2011,Belgium,Peppers (capsicum),0.09
2011,Belgium,Peppers (capsicum) - under glass or high accessible cover,0.09
2011,Belgium,Other vegetables cultivated for fruit n.e.c.,0
2011,Belgium,"Root, tuber and bulb vegetables",0
2011,Belgium,Carrots,5.1
2011,Belgium,Onions,1.71
2011,Belgium,Shallots,0
2011,Belgium,Beetroot,0
2011,Belgium,Celeriac,0.9
2011,Belgium,Radishes,0.01
2011,Belgium,Garlic,0
2011,Belgium,"Other root, tuber and bulb vegetables n.e.c.",0
2011,Belgium,Fresh pulses,18.39
2011,Belgium,Fresh peas,9.2
2011,Belgium,Fresh beans,8.18
2011,Belgium,Other fresh pulses n.e.c.,0
2011,Belgium,Other fresh vegetables n.e.c.,0
2011,Belgium,Strawberries,1.55
2011,Belgium,Strawberries - under glass or high accesible cover,0
2011,Belgium,Flowers and ornamental plants (excluding nurseries),0
2011,Belgium,Seeds and seedlings,0
2011,Belgium,Other arable land crops n.e.c.,0
2011,Belgium,Fallow land,0
2011,Belgium,Permanent grassland,0
2011,Belgium,Permanent crops,0
2011,Belgium,Permanent crops for human consumption including those from kitchen gardens,0
2011,Belgium,Permanent crops for human consumption,17.48
2011,Belgium,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2011,Belgium,Pome fruits,0
2011,Belgium,Apples,7.75
2011,Belgium,Apples for fresh consumption,7.75
2011,Belgium,Apples for processing,0
2011,Belgium,Pears,8.22
2011,Belgium,Pears for fresh consumption,0
2011,Belgium,Pears for processing,0
2011,Belgium,Other pome fruits n.e.c.,0
2011,Belgium,Stone fruits,0
2011,Belgium,Peaches and nectarines,0
2011,Belgium,Peaches,0
2011,Belgium,Nectarines,0
2011,Belgium,Peaches and nectarines for processing,0
2011,Belgium,Apricots,0
2011,Belgium,Cherries,1.16
2011,Belgium,Sour cherries,0.51
2011,Belgium,Sweet cherries,0
2011,Belgium,Plums,0.06
2011,Belgium,Other stone fruits n.e.c,0
2011,Belgium,Fruits from subtropical and tropical climate zones,0
2011,Belgium,Figs,0
2011,Belgium,Kiwis,0
2011,Belgium,Avocados,0
2011,Belgium,Bananas,0
2011,Belgium,Other fruits from subtropical and tropical climate zones n.e.c.,0
2011,Belgium,Berries (excluding strawberries),0
2011,Belgium,Currants,0
2011,Belgium,Blackcurrants,0
2011,Belgium,Redcurrants,0
2011,Belgium,Raspberries,0.08
2011,Belgium,Blueberries,0
2011,Belgium,Other berries n.e.c.,0
2011,Belgium,Gooseberries,0
2011,Belgium,Nuts,0
2011,Belgium,Walnuts,0
2011,Belgium,Hazelnuts,0
2011,Belgium,Almonds,0
2011,Belgium,Chestnuts,0
2011,Belgium,Other nuts n.e.c.,0
2011,Belgium,Citrus fruits,0
2011,Belgium,Oranges,0
2011,Belgium,Navel oranges,0
2011,Belgium,White oranges (blancas),0
2011,Belgium,Blood oranges (sanguines),0
2011,Belgium,Others oranges n.e.c,0
2011,Belgium,Small citrus fruits,0
2011,Belgium,Satsumas,0
2011,Belgium,Clementines,0
2011,Belgium,Other small citrus fruits (including hybrids) n.e.c.,0
2011,Belgium,Lemons and acid limes,0
2011,Belgium,Yellow lemons,0
2011,Belgium,Acid limes,0
2011,Belgium,Pomelos and grapefruit,0
2011,Belgium,Other citrus fruits n.e.c.,0
2011,Belgium,Grapes,0
2011,Belgium,Grapes for wines,0
2011,Belgium,Grapes for wines with protected designation of origin (PDO),0
2011,Belgium,Grapes for wines with protected geographical indication (PGI),0
2011,Belgium,Grapes for other wines n.e.c. (without PDO/PGI),0
2011,Belgium,Grapes for table use,0
2011,Belgium,Grapes for raisins,0
2011,Belgium,Grapes for other purposes n.e.c.,0
2011,Belgium,Olives,0
2011,Belgium,Olives for table use,0
2011,Belgium,Olives for oil,0
2011,Belgium,Other permanent crops for human consumption n.e.c.,0
2011,Belgium,Nurseries,0
2011,Belgium,Other permanent crops,0
2011,Belgium,Kitchen gardens,0
2011,Belgium,Cultivated mushrooms,0
2011,Belgium,Champignons,0
2011,Belgium,Other cultivated mushrooms n.e.c.,0
2011,Bulgaria,Utilised Agricultural Area,0
2011,Bulgaria,Arable land,0
2011,Bulgaria,Cereals for the production of grain (including seed),1768.7
2011,Bulgaria,Cereals (excluding rice) for the production of grain (including seed),1756.9
2011,Bulgaria,Wheat and spelt,1137.46
2011,Bulgaria,Common wheat and spelt,1101.78
2011,Bulgaria,Common winter wheat and spelt,1101.78
2011,Bulgaria,Common spring wheat and spelt,0
2011,Bulgaria,Durum wheat,35.68
2011,Bulgaria,Rye and winter cereal mixtures (maslin),10.3
2011,Bulgaria,Rye,0
2011,Bulgaria,Winter cereal mixtures (maslin),0
2011,Bulgaria,Barley,178.99
2011,Bulgaria,Winter barley,173.52
2011,Bulgaria,Spring barley,5.47
2011,Bulgaria,Oats and spring cereal mixtures (mixed grain other than maslin),14.99
2011,Bulgaria,Oats,14.79
2011,Bulgaria,Spring cereal mixtures (mixed grain other than maslin),0.2
2011,Bulgaria,Grain maize and corn-cob-mix,399.42
2011,Bulgaria,Triticale,8.59
2011,Bulgaria,Sorghum,2.84
2011,Bulgaria,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",4.31
2011,Bulgaria,Rice,11.79
2011,Bulgaria,Rice Indica,0
2011,Bulgaria,Rice Japonica,0
2011,Bulgaria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),5.7
